TITLE="Graphics"
VARIABLES= "rj, m", "T, K", "Cp, J/kg*K", "rho, kg/m^3", "Lambda, Watt/m*K"
0 300 4.18617e+07 0.00098 0.0061001
0.0025 300 4.18617e+07 0.00098 0.0061001
0.005 300 4.18617e+07 0.00098 0.0061001
0.0075 300 4.18617e+07 0.00098 0.0061001
0.01 300 4.18617e+07 0.00098 0.0061001
0.0125 300 4.18617e+07 0.00098 0.0061001
0.015 300 4.18617e+07 0.00098 0.0061001
0.0175 300 4.18617e+07 0.00098 0.0061001
0.02 300 4.18617e+07 0.00098 0.0061001
0.0225 300 4.18617e+07 0.00098 0.0061001
0.025 300 4.18617e+07 0.00098 0.0061001
0.0275 300 4.18617e+07 0.00098 0.0061001
0.03 300 4.18617e+07 0.00098 0.0061001
0.0325 300 4.18617e+07 0.00098 0.0061001
0.035 300 4.18617e+07 0.00098 0.0061001
0.0375 300 4.18617e+07 0.00098 0.0061001
0.04 300 4.18617e+07 0.00098 0.0061001
0.0425 300 4.18617e+07 0.00098 0.0061001
0.045 300.001 4.18617e+07 0.00098 0.00610012
0.0475 300.218 4.18603e+07 0.00098 0.00610375
0.04875 325.98 4.18283e+07 0.00098 0.00646862
0.04875 325.98 4.18283e+07 0.00098 0.000204398
0.05 1072.15 2.34302e+07 2.01922e-07 0.00105595
0.0525 1197.06 2.42864e+07 1.80851e-07 0.00122941
0.055 1284.19 2.48621e+07 1.68581e-07 0.00135277
0.0575 1346.79 2.52611e+07 1.60746e-07 0.00144238
0.06 1392.21 2.55416e+07 1.55501e-07 0.00150783
0.0625 1425.15 2.57397e+07 1.51907e-07 0.00155549
0.065 1448.83 2.58792e+07 1.49424e-07 0.00158986
0.0675 1465.64 2.59766e+07 1.4771e-07 0.00161429
0.07 1477.37 2.60437e+07 1.46538e-07 0.00163136
0.0725 1485.38 2.60892e+07 1.45748e-07 0.00164303
0.075 1490.74 2.61195e+07 1.45224e-07 0.00165084
0.0775 1494.25 2.61392e+07 1.44883e-07 0.00165595
0.08 1496.49 2.61518e+07 1.44665e-07 0.00165923
0.0825 1497.9 2.61597e+07 1.44529e-07 0.00166128
0.085 1498.76 2.61646e+07 1.44446e-07 0.00166254
0.0875 1499.28 2.61675e+07 1.44396e-07 0.0016633
0.09 1499.59 2.61692e+07 1.44366e-07 0.00166375
0.0925 1499.77 2.61702e+07 1.44349e-07 0.00166401
0.095 1499.87 2.61708e+07 1.44339e-07 0.00166416
0.0975 1499.93 2.61711e+07 1.44333e-07 0.00166424
0.1 1499.96 2.61713e+07 1.4433e-07 0.00166429
0.1025 1499.98 2.61714e+07 1.44329e-07 0.00166431
0.105 1499.99 2.61714e+07 1.44328e-07 0.00166433
0.1075 1499.99 2.61714e+07 1.44327e-07 0.00166433
0.11 1500 2.61714e+07 1.44327e-07 0.00166434
0.1125 1500 2.61715e+07 1.44327e-07 0.00166434
0.115 1500 2.61715e+07 1.44327e-07 0.00166434
0.1175 1500 2.61715e+07 1.44327e-07 0.00166434
0.12 1500 2.61715e+07 1.44327e-07 0.00166434
0.1225 1500 2.61715e+07 1.44327e-07 0.00166434
0.125 1500 2.61715e+07 1.44327e-07 0.00166434
0.1275 1500 2.61715e+07 1.44327e-07 0.00166434
0.13 1500 2.61715e+07 1.44327e-07 0.00166434
0.1325 1500 2.61715e+07 1.44327e-07 0.00166434
0.135 1500 2.61715e+07 1.44327e-07 0.00166434
0.1375 1500 2.61715e+07 1.44327e-07 0.00166434
0.14 1500 2.61715e+07 1.44327e-07 0.00166434
0.1425 1500 2.61715e+07 1.44327e-07 0.00166434
0.145 1500 2.61715e+07 1.44327e-07 0.00166434
0.1475 1500 2.61715e+07 1.44327e-07 0.00166434
0.15 1500 2.61715e+07 1.44327e-07 0.00166434
0.1525 1500 2.61715e+07 1.44327e-07 0.00166434
0.155 1500 2.61715e+07 1.44327e-07 0.00166434
0.1575 1500 2.61715e+07 1.44327e-07 0.00166434
0.16 1500 2.61715e+07 1.44327e-07 0.00166434
0.1625 1500 2.61715e+07 1.44327e-07 0.00166434
0.165 1500 2.61715e+07 1.44327e-07 0.00166434
0.1675 1500 2.61715e+07 1.44327e-07 0.00166434
0.17 1500 2.61715e+07 1.44327e-07 0.00166434
0.1725 1500 2.61715e+07 1.44327e-07 0.00166434
0.175 1500 2.61715e+07 1.44327e-07 0.00166434
0.1775 1500 2.61715e+07 1.44327e-07 0.00166434
0.18 1500 2.61715e+07 1.44327e-07 0.00166434
0.1825 1500 2.61715e+07 1.44327e-07 0.00166434
0.185 1500 2.61715e+07 1.44327e-07 0.00166434
0.1875 1500 2.61715e+07 1.44327e-07 0.00166434
0.19 1500 2.61715e+07 1.44327e-07 0.00166434
0.1925 1500 2.61715e+07 1.44327e-07 0.00166434
0.195 1500 2.61715e+07 1.44327e-07 0.00166434
0.1975 1500 2.61715e+07 1.44327e-07 0.00166434
0.2 1500 2.61715e+07 1.44327e-07 0.00166434
0.2025 1500 2.61715e+07 1.44327e-07 0.00166434
0.205 1500 2.61715e+07 1.44327e-07 0.00166434
0.2075 1500 2.61715e+07 1.44327e-07 0.00166434
0.21 1500 2.61715e+07 1.44327e-07 0.00166434
0.2125 1500 2.61715e+07 1.44327e-07 0.00166434
0.215 1500 2.61715e+07 1.44327e-07 0.00166434
0.2175 1500 2.61715e+07 1.44327e-07 0.00166434
0.22 1500 2.61715e+07 1.44327e-07 0.00166434
0.2225 1500 2.61715e+07 1.44327e-07 0.00166434
0.225 1500 2.61715e+07 1.44327e-07 0.00166434
0.2275 1500 2.61715e+07 1.44327e-07 0.00166434
0.23 1500 2.61715e+07 1.44327e-07 0.00166434
0.2325 1500 2.61715e+07 1.44327e-07 0.00166434
0.235 1500 2.61715e+07 1.44327e-07 0.00166434
0.2375 1500 2.61715e+07 1.44327e-07 0.00166434
0.24 1500 2.61715e+07 1.44327e-07 0.00166434
0.2425 1500 2.61715e+07 1.44327e-07 0.00166434
0.245 1500 2.61715e+07 1.44327e-07 0.00166434
0.2475 1500 2.61715e+07 1.44327e-07 0.00166434
0.25 1500 2.61715e+07 1.44327e-07 0.00166434
