TITLE="Graphics"
VARIABLES= "rj, cm", "T, K", "Cp, J/kg*K", "rho, kg/cm^3", "Lambda, Watt/cm*K"
0 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0025 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.005 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0075 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.01 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0125 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.015 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0175 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.02 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0225 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.025 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0275 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.03 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0325 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.035 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0375 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.04 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0425 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.045 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0475 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.04775 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.04775 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.05 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0525 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.055 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0575 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.06 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0625 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.065 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0675 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.07 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0725 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.075 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0775 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.08 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0825 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.085 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0875 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.09 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0925 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.095 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0975 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1025 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.105 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1075 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.11 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1125 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.115 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1175 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.12 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1225 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.125 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1275 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.13 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1325 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.135 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1375 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.14 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1425 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.145 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1475 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.15 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1525 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.155 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1575 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.16 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1625 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.165 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1675 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.17 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1725 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.175 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1775 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.18 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1825 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.185 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1875 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.19 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1925 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.195 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1975 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2025 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.205 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2075 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.21 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2125 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.215 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2175 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.22 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2225 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.225 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2275 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.23 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2325 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.235 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2375 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.24 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2425 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.245 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2475 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.25 1500 2617.15 1.44327e-07 0.00166434
